"ID","PEN","LACT","Event","DIM","Date","Remark","R","T","B","Protocols","Technician",
      5274 ,     3 ,   4 ,LAB        ,  43 ,12/05/23,AUREUS          ,  ,   ,  ,                ,,
      5274 ,     4 ,   4 ,LAB        ,  52 ,12/14/23,ER              ,  ,   ,  ,                ,,
      5274 ,     3 ,   4 ,OPEN       ,  66 ,12/28/23,252NR12241      ,O ,15 ,C ,                ,James,
      5274 ,     3 ,   4 ,MOVE       ,  68 ,12/30/23,F003T001        ,  ,   ,  ,                ,,
      5274 ,     1 ,   4 ,OPEN       ,  92 ,01/23/24,252NR12241      ,O ,15 ,L ,                ,James,
      5274 ,     1 ,   4 ,BRED       , 109 ,02/09/24,252NR12241      ,- ,15 ,L ,                ,James,
      5274 ,     1 ,   4 ,MOVE       , 129 ,02/29/24,F001T005        ,  ,   ,  ,                ,,
      5276 ,     4 ,   3 ,DRY        , 308 ,12/07/23,                ,  ,   ,  ,                ,,
      5276 ,    10 ,   3 ,CUDMV      , 363 ,01/31/24,                ,  ,   ,  ,                ,,
      5281 ,     1 ,   3 ,DRY        , 248 ,07/21/23,                ,  ,   ,  ,                ,,
      5281 ,    10 ,   3 ,LAME       , 279 ,08/21/23,LR A            ,  ,   ,  ,                ,,
      5281 ,    10 ,   3 ,CUDMV      , 344 ,10/25/23,                ,  ,   ,  ,                ,,
      5281 ,    11 ,   3 ,LAME       , 356 ,11/06/23,LR A            ,  ,   ,  ,                ,,
      5281 ,    11 ,   4 ,FRESH      ,   0 ,11/16/23,                ,  ,   ,  ,                ,,
      5281 ,     3 ,   4 ,LAME       ,  26 ,12/12/23,LR A            ,  ,   ,  ,                ,,
      5281 ,     3 ,   4 ,LAB        ,  28 ,12/14/23,ER              ,  ,   ,  ,                ,,
      5281 ,     3 ,   4 ,MOVE       ,  48 ,01/03/24,F003T002        ,  ,   ,  ,                ,,
      5281 ,     2 ,   4 ,LAME       ,  74 ,01/29/24,LR A            ,  ,   ,  ,                ,,
      5281 ,     2 ,   4 ,BRED       ,  77 ,02/01/24,29NR12241       ,- , 4 ,C ,                ,Relief,
      5281 ,     2 ,   4 ,LAME       , 103 ,02/27/24,LR W            ,  ,   ,  ,                ,,
      5282 ,     1 ,   3 ,DRY        , 321 ,08/10/23,                ,  ,   ,  ,                ,,
      5282 ,    10 ,   3 ,CUDMV      , 348 ,09/06/23,                ,  ,   ,  ,                ,,
      5282 ,    11 ,   4 ,FRESH      ,   0 ,10/03/23,                ,  ,   ,  ,                ,,
      5282 ,     3 ,   4 ,LAB        ,  24 ,10/27/23,R ASP           ,  ,   ,  ,                ,,
      5282 ,     3 ,   4 ,LAB        ,  25 ,10/28/23,RUMA            ,  ,   ,  ,                ,,
      5282 ,     3 ,   4 ,LAB        ,  36 ,11/08/23,ERE             ,  ,   ,  ,                ,,
      5282 ,     3 ,   4 ,MOVE       ,  45 ,11/17/23,F003T004        ,  ,   ,  ,                ,,
      5282 ,     4 ,   4 ,OPEN       ,  65 ,12/07/23,29NR12241       ,O ,15 ,C ,                ,James,
      5282 ,     4 ,   4 ,OPEN       ,  90 ,01/01/24,253MO7240       ,O ,15 ,E ,                ,James,
      5282 ,     4 ,   4 ,BRED       , 114 ,01/25/24,253MO7240       ,- ,15 ,E ,                ,James,
      5286 ,     4 ,   3 ,DRY        , 289 ,11/10/23,                ,  ,   ,  ,                ,,
      5286 ,    10 ,   3 ,CUDMV      , 323 ,12/14/23,                ,  ,   ,  ,                ,,
      5286 ,    11 ,   4 ,FRESH      ,   0 ,01/12/24,                ,  ,   ,  ,                ,,
      5286 ,     3 ,   4 ,LAB        ,   2 ,01/14/24,RA BOOST        ,  ,   ,  ,                ,,
      5286 ,     3 ,   4 ,MOVE       ,  49 ,03/01/24,F003T001        ,  ,   ,  ,                ,,
      5288 ,     1 ,   3 ,DRY        , 293 ,07/27/23,                ,  ,   ,  ,                ,,
      5288 ,    10 ,   3 ,CUDMV      , 327 ,08/30/23,                ,  ,   ,  ,                ,,
      5288 ,    11 ,   4 ,FRESH      ,   0 ,10/07/23,                ,  ,   ,  ,                ,,
      5288 ,     3 ,   4 ,LAB        ,   1 ,10/08/23,PASTE           ,  ,   ,  ,                ,,
      5288 ,     3 ,   4 ,LAB        ,   2 ,10/09/23,PASTE           ,  ,   ,  ,                ,,
      5288 ,     3 ,   4 ,RETAINP    ,   2 ,10/09/23,                ,  ,   ,  ,                ,,
      5288 ,     3 ,   4 ,REPMSP     ,   2 ,10/09/23,                ,  ,   ,  ,                ,,
      5288 ,     3 ,   4 ,MOVE       ,  41 ,11/17/23,F003T004        ,  ,   ,  ,                ,,
      5288 ,     4 ,   4 ,OPEN       ,  55 ,12/01/23,29NR12241       ,O ,15 ,A ,                ,James,
      5288 ,     4 ,   4 ,LAME       ,  93 ,01/08/24,LF W            ,  ,   ,  ,                ,,
      5288 ,     4 ,   4 ,OPEN       , 100 ,01/15/24,29NR12241       ,O ,15 ,E ,                ,James,
      5288 ,     4 ,   4 ,LAB        , 114 ,01/29/24,ER              ,  ,   ,  ,                ,,
      5288 ,     4 ,   4 ,OPEN       , 121 ,02/05/24,29NR12241       ,O ,15 ,E ,                ,James,
      5288 ,     4 ,   4 ,BRED       , 143 ,02/27/24,29NR12241       ,- ,15 ,B ,                ,James,
      5288 ,     4 ,   4 ,LAME       , 143 ,02/27/24,LF W            ,  ,   ,  ,                ,,
      5290 ,     4 ,   3 ,OPEN       , 164 ,07/07/23,11AN2277        ,O ,15 ,C ,                ,James,
      5290 ,     4 ,   3 ,OPEN       , 190 ,08/02/23,11AN2277        ,O ,15 ,A ,                ,James,
      5290 ,     4 ,   3 ,OPEN       , 211 ,08/23/23,11AN2277        ,O ,15 ,C ,                ,James,
      5290 ,     4 ,   3 ,OPEN       , 235 ,09/16/23,11AN1504        ,O ,15 ,A ,                ,James,
      5290 ,     4 ,   3 ,OPEN       , 257 ,10/08/23,11AN1504        ,O ,15 ,C ,                ,James,
      5290 ,     4 ,   3 ,MOVE       , 281 ,11/01/23,F004T002        ,  ,   ,  ,                ,,
      5293 ,     1 ,   3 ,DRY        , 328 ,08/31/23,                ,  ,   ,  ,                ,,
      5293 ,    10 ,   3 ,CUDMV      , 355 ,09/27/23,                ,  ,   ,  ,                ,,
      5293 ,    11 ,   4 ,FRESH      ,   0 ,10/28/23,                ,  ,   ,  ,                ,,
      5293 ,     3 ,   4 ,ILL        ,   1 ,10/29/23,DOWN            ,  ,   ,  ,                ,,
      5293 ,     3 ,   4 ,LAB        ,   1 ,10/29/23,REPLI           ,  ,   ,  ,                ,,
      5293 ,     3 ,   4 ,LAB        ,   7 ,11/04/23,A               ,  ,   ,  ,                ,,
      5293 ,     3 ,   4 ,ILL        ,  13 ,11/10/23,INJURYBE        ,  ,   ,  ,                ,,
      5293 ,     3 ,   4 ,MOVE       ,  48 ,12/15/23,F003T004        ,  ,   ,  ,                ,,
      5293 ,     4 ,   4 ,OPEN       ,  74 ,01/10/24,252NR12241      ,O ,15 ,E ,                ,James,
      5293 ,     4 ,   4 ,OPEN       ,  95 ,01/31/24,252NR12241      ,O ,15 ,E ,                ,James,
      5293 ,     4 ,   4 ,BRED       , 118 ,02/23/24,252NR12241      ,- ,15 ,C ,                ,James,
      5295 ,     1 ,   3 ,DNB        , 306 ,07/18/23,                ,  ,   ,  ,                ,,
      5295 ,     1 ,   3 ,MOVE       , 405 ,10/25/23,F001T002        ,  ,   ,  ,                ,,
      5295 ,     2 ,   3 ,LAB        , 482 ,01/10/24,ER              ,  ,   ,  ,                ,,
      5295 ,     2 ,   3 ,MOVE       , 500 ,01/28/24,F002T015        ,  ,   ,  ,                ,,
      5295 ,    15 ,   3 ,SOLD       , 504 ,02/01/24,BREEDING        ,  ,   ,  ,                ,,
      5296 ,     3 ,   3 ,MOVE       ,  55 ,07/15/23,F003T001        ,  ,   ,  ,                ,,
      5296 ,     1 ,   3 ,OPEN       ,  61 ,07/21/23,29NR12222       ,O ,15 ,C ,                ,James,
      5296 ,     1 ,   3 ,OPEN       ,  82 ,08/11/23,29NR12195       ,O ,15 ,A ,                ,James,
      5296 ,     1 ,   3 ,OPEN       , 100 ,08/29/23,29NR12195       ,O ,15 ,A ,                ,James,
      5296 ,     1 ,   3 ,OPEN       , 121 ,09/19/23,11AN1504        ,O ,15 ,A ,                ,James,
      5296 ,     1 ,   3 ,OPEN       , 143 ,10/11/23,11AN1504        ,O ,15 ,A ,                ,James,
      5296 ,     1 ,   3 ,LAB        , 160 ,10/28/23,ERE             ,  ,   ,  ,                ,,
      5296 ,     1 ,   3 ,OPEN       , 165 ,11/02/23,11AN1504        ,O ,15 ,A ,                ,James,
      5296 ,     1 ,   3 ,MOVE       , 165 ,11/02/23,F001T002        ,  ,   ,  ,                ,,
      5296 ,     2 ,   3 ,OPEN       , 187 ,11/24/23,29NR12241       ,O ,15 ,A ,                ,James,
      5296 ,     2 ,   3 ,LAB        , 195 ,12/02/23,ER              ,  ,   ,  ,                ,,
      5296 ,     2 ,   3 ,OPEN       , 231 ,01/07/24,29NR12241       ,O ,15 ,A ,                ,James,
      5296 ,     2 ,   3 ,OPEN       , 253 ,01/29/24,29NR12241       ,O ,15 ,C ,                ,James,
      5296 ,     2 ,   3 ,BRED       , 275 ,02/20/24,29NR12241       ,- ,15 ,C ,                ,James,
      5298 ,     2 ,   3 ,DNB        , 355 ,08/15/23,                ,  ,   ,  ,                ,,
      5298 ,     2 ,   3 ,MOVE       , 521 ,01/28/24,F002T015        ,  ,   ,  ,                ,,
      5298 ,    15 ,   3 ,SOLD       , 525 ,02/01/24,BREEDING        ,  ,   ,  ,                ,,
      5299 ,     3 ,   3 ,MOVE       ,  42 ,07/26/23,F003T004        ,  ,   ,  ,                ,,
      5299 ,     4 ,   3 ,LAB        , 110 ,10/02/23,ERE             ,  ,   ,  ,                ,,
      5299 ,     4 ,   3 ,LAME       , 243 ,02/12/24,LR W            ,  ,   ,  ,                ,,
      5300 ,     4 ,   3 ,OPEN       , 198 ,07/12/23,11AN2277        ,O ,15 ,A ,                ,James,
      5300 ,     4 ,   3 ,OPEN       , 229 ,08/12/23,11AN2277        ,O ,15 ,A ,                ,James,
      5300 ,     4 ,   3 ,OPEN       , 246 ,08/29/23,11AN2277        ,O ,15 ,A ,                ,James,
      5300 ,     4 ,   3 ,OPEN       , 265 ,09/17/23,11AN1504        ,O ,15 ,A ,                ,James,
      5300 ,     4 ,   3 ,MOVE       , 310 ,11/01/23,F004T002        ,  ,   ,  ,                ,,
      5308 ,     1 ,   3 ,DRY        , 340 ,09/15/23,                ,  ,   ,  ,                ,,
      5308 ,    10 ,   3 ,CUDMV      , 367 ,10/12/23,                ,  ,   ,  ,                ,,
      5308 ,    11 ,   4 ,FRESH      ,   0 ,11/04/23,                ,  ,   ,  ,                ,,
      5308 ,     3 ,   4 ,LAB        ,   4 ,11/08/23,AR              ,  ,   ,  ,                ,,
      5308 ,     3 ,   4 ,LAB        ,   5 ,11/09/23,A R             ,  ,   ,  ,                ,,
      5308 ,     3 ,   4 ,LAB        ,   6 ,11/10/23,A               ,  ,   ,  ,                ,,
      5308 ,     3 ,   4 ,MOVE       ,  49 ,12/23/23,F003T004        ,  ,   ,  ,                ,,
      5308 ,     4 ,   4 ,OPEN       ,  58 ,01/01/24,253MO7240       ,O ,15 ,A ,                ,James,
      5308 ,     4 ,   4 ,OPEN       ,  80 ,01/23/24,252NR12241      ,O ,15 ,A ,                ,James,
      5308 ,     4 ,   4 ,BRED       , 101 ,02/13/24,252NR12241      ,- ,15 ,A ,                ,James,
      5313 ,     4 ,   3 ,LAB        , 255 ,08/19/23,ERE             ,  ,   ,  ,                ,,
      5313 ,     4 ,   3 ,MOVE       , 314 ,10/17/23,F004T008        ,  ,   ,  ,                ,,
      5313 ,     8 ,   3 ,SOLD       , 314 ,10/17/23,MASTITS         ,  ,   ,  ,                ,,
      5316 ,     1 ,   3 ,OPEN       , 191 ,07/11/23,11AN2277        ,O ,15 ,C ,                ,James,
      5316 ,     1 ,   3 ,OPEN       , 212 ,08/01/23,11AN2277        ,O ,15 ,A ,                ,James,
      5316 ,     1 ,   3 ,OPEN       , 233 ,08/22/23,11AN2277        ,O ,15 ,A ,                ,James,
      5316 ,     1 ,   3 ,PREG       , 254 ,09/12/23,11AN1504        ,P ,15 ,A ,                ,James,
      5316 ,     1 ,   3 ,LAME       , 281 ,10/09/23,RR T            ,  ,   ,  ,                ,,
      5316 ,     1 ,   3 ,MOVE       , 297 ,10/25/23,F001T002        ,  ,   ,  ,                ,,
      5335 ,     1 ,   3 ,LAB        , 248 ,07/21/23,AREUS           ,  ,   ,  ,                ,,
      5335 ,     5 ,   3 ,DRY        , 346 ,10/27/23,                ,  ,   ,  ,                ,,
      5335 ,    10 ,   3 ,CUDMV      , 422 ,01/11/24,                ,  ,   ,  ,                ,,
      5335 ,    11 ,   4 ,FRESH      ,   0 ,02/06/24,                ,  ,   ,  ,                ,,
      5335 ,     3 ,   4 ,LAB        ,  23 ,02/29/24,RA BOOST        ,  ,   ,  ,                ,,
      5335 ,     3 ,   4 ,LAB        ,  23 ,02/29/24,AUREUS          ,  ,   ,  ,                ,,
      5338 ,    11 ,   4 ,FRESH      ,   0 ,07/25/23,                ,  ,   ,  ,                ,,
      5338 ,     5 ,   4 ,LAB        ,   4 ,07/29/23,ERE             ,  ,   ,  ,                ,,
      5338 ,     3 ,   4 ,MOVE       ,   4 ,07/29/23,F003T005        ,  ,   ,  ,                ,,
      5338 ,     8 ,   4 ,MOVE       ,  23 ,08/17/23,F008T001        ,  ,   ,  ,                ,,
      5338 ,     5 ,   4 ,MOVE       ,  23 ,08/17/23,F005T008        ,  ,   ,  ,                ,,
      5338 ,     1 ,   4 ,OPEN       ,  55 ,09/18/23,528J5008        ,O ,15 ,A ,                ,James,
      5338 ,     1 ,   4 ,OPEN       ,  97 ,10/30/23,11AN1504        ,O ,15 ,C ,                ,James,
      5338 ,     1 ,   4 ,OPEN       , 165 ,01/06/24,252NR12241      ,O ,15 ,C ,                ,James,
      5338 ,     1 ,   4 ,BRED       , 186 ,01/27/24,252NR12241      ,- ,15 ,C ,                ,James,
      5340 ,     5 ,   3 ,LAB        ,  45 ,07/08/23,EXT             ,  ,   ,  ,                ,,
      5340 ,     5 ,   3 ,PREG       ,  66 ,07/29/23,29NR12222       ,P ,15 ,A ,                ,James,
      5340 ,     5 ,   3 ,MOVE       ,  78 ,08/10/23,F005T007        ,  ,   ,  ,                ,,
      5340 ,     7 ,   3 ,MAST       ,  78 ,08/10/23,RF              ,  ,   ,  ,                ,,
      5340 ,     7 ,   3 ,LAB        , 126 ,09/27/23,ERE             ,  ,   ,  ,                ,,
      5340 ,     7 ,   3 ,MOVE       , 142 ,10/13/23,F007T004        ,  ,   ,  ,                ,,
      5340 ,     4 ,   3 ,LAB        , 174 ,11/14/23,ER              ,  ,   ,  ,                ,,
      5341 ,     3 ,   3 ,MOVE       ,  54 ,08/08/23,F003T001        ,  ,   ,  ,                ,,
      5341 ,     1 ,   3 ,OPEN       ,  55 ,08/09/23,29NR12195       ,O ,15 ,A ,                ,James,
      5341 ,     1 ,   3 ,PREG       ,  77 ,08/31/23,11AN2277        ,P ,15 ,A ,                ,James,
      5343 ,     1 ,   3 ,DRY        , 317 ,09/14/23,                ,  ,   ,  ,                ,,
      5343 ,    10 ,   3 ,CUDMV      , 345 ,10/12/23,                ,  ,   ,  ,                ,,
      5343 ,    11 ,   4 ,FRESH      ,   0 ,11/02/23,                ,  ,   ,  ,                ,,
      5343 ,     7 ,   4 ,LAB        ,   1 ,11/03/23,R PPASTE        ,  ,   ,  ,                ,,
      5343 ,     7 ,   4 ,LAB        ,  11 ,11/13/23,ER              ,  ,   ,  ,                ,,
      5343 ,     7 ,   4 ,MOVE       ,  34 ,12/06/23,F007T005        ,  ,   ,  ,                ,,
      5343 ,     7 ,   4 ,MOVE       ,  65 ,01/06/24,F007T005        ,  ,   ,  ,                ,,
      5343 ,     5 ,   4 ,MOVE       ,  83 ,01/24/24,F005T004        ,  ,   ,  ,                ,,
      5343 ,     4 ,   4 ,BRED       ,  84 ,01/25/24,252NR12241      ,- ,15 ,A ,                ,James,
      5348 ,    11 ,   4 ,FRESH      ,   0 ,07/20/23,                ,  ,   ,  ,                ,,
      5348 ,     3 ,   4 ,LAB        ,   5 ,07/25/23,PASTE E         ,  ,   ,  ,                ,,
      5348 ,     3 ,   4 ,METR       ,   8 ,07/28/23,                ,  ,   ,  ,                ,,
      5348 ,     5 ,   4 ,LAB        ,   9 ,07/29/23,ERE             ,  ,   ,  ,                ,,
      5348 ,     3 ,   4 ,MOVE       ,   9 ,07/29/23,F003T005        ,  ,   ,  ,                ,,
      5348 ,     5 ,   4 ,OPEN       ,  59 ,09/17/23,528J5008        ,O ,15 ,A ,                ,James,
      5348 ,     5 ,   4 ,LAME       , 109 ,11/06/23,LR RR W         ,  ,   ,  ,                ,,
      5349 ,     2 ,   3 ,DRY        , 344 ,12/15/23,                ,  ,   ,  ,                ,,
      5349 ,    10 ,   3 ,CUDMV      , 371 ,01/11/24,                ,  ,   ,  ,                ,,
      5349 ,    11 ,   4 ,FRESH      ,   0 ,02/13/24,                ,  ,   ,  ,                ,,
      5357 ,    11 ,   4 ,FRESH      ,   0 ,09/08/23,                ,  ,   ,  ,                ,,
      5357 ,     3 ,   4 ,LAB        ,   7 ,09/15/23,ERE             ,  ,   ,  ,                ,,
      5357 ,     3 ,   4 ,LAB        ,  24 ,10/02/23,ERE             ,  ,   ,  ,                ,,
      5357 ,     3 ,   4 ,LAB        ,  28 ,10/06/23,PASTE E         ,  ,   ,  ,                ,,
      5357 ,     3 ,   4 ,MOVE       ,  34 ,10/12/23,F003T001        ,  ,   ,  ,                ,,
      5357 ,     1 ,   4 ,OPEN       ,  97 ,12/14/23,252NR12241      ,O ,15 ,A ,                ,James,
      5357 ,     1 ,   4 ,OPEN       , 118 ,01/04/24,253MO7240       ,O ,15 ,A ,                ,James,
      5357 ,     1 ,   4 ,OPEN       , 141 ,01/27/24,252NR12241      ,O ,15 ,A ,                ,James,
      5357 ,     1 ,   4 ,BRED       , 163 ,02/18/24,252NR12241      ,- ,15 ,L ,                ,James,
      5359 ,     1 ,   3 ,BRED       , 232 ,07/17/23,11AN2277        ,C ,15 ,C ,                ,James,
      5359 ,     1 ,   3 ,DRY        , 382 ,12/14/23,                ,  ,   ,  ,                ,,
      5359 ,    10 ,   3 ,CUDMV      , 416 ,01/17/24,                ,  ,   ,  ,                ,,
      5359 ,    11 ,   4 ,FRESH      ,   0 ,02/19/24,                ,  ,   ,  ,                ,,
      5359 ,     3 ,   4 ,MFEVER     ,   2 ,02/21/24,                ,  ,   ,  ,                ,,
      5359 ,     3 ,   4 ,LAB        ,   7 ,02/26/24,RA              ,  ,   ,  ,                ,,
      5360 ,     2 ,   3 ,OPEN       ,  63 ,07/10/23,29NR12222       ,O ,15 ,A ,                ,James,
      5360 ,     2 ,   3 ,OPEN       ,  99 ,08/15/23,29NR12195       ,O ,15 ,A ,                ,James,
      5360 ,     2 ,   3 ,PREG       , 120 ,09/05/23,11AN1504        ,P ,15 ,A ,                ,James,
      5367 ,    11 ,   4 ,FRESH      ,   0 ,09/25/23,                ,  ,   ,  ,                ,,
      5367 ,     3 ,   4 ,LAB        ,  28 ,10/23/23,PASTE           ,  ,   ,  ,                ,,
      5367 ,     3 ,   4 ,MOVE       ,  39 ,11/03/23,F003T004        ,  ,   ,  ,                ,,
      5367 ,     4 ,   4 ,LAB        ,  50 ,11/14/23,ER              ,  ,   ,  ,                ,,
      5367 ,     4 ,   4 ,OPEN       ,  71 ,12/05/23,29NR12241       ,O ,15 ,L ,                ,James,
      5367 ,     4 ,   4 ,OPEN       ,  92 ,12/26/23,29NR12241       ,O ,15 ,A ,                ,James,
      5367 ,     4 ,   4 ,OPEN       , 134 ,02/06/24,252NR12241      ,O ,15 ,A ,                ,James,
      5367 ,     4 ,   4 ,BRED       , 156 ,02/28/24,252NR12241      ,- ,15 ,E ,                ,James,
      5376 ,     4 ,   3 ,ABORT      , 179 ,07/01/23,118 DAYS        ,  ,   ,  ,                ,,
      5376 ,     5 ,   3 ,MOVE       , 206 ,07/28/23,F005T050        ,  ,   ,  ,                ,,
      5376 ,    50 ,   3 ,MOVE       , 206 ,07/28/23,F050T004        ,  ,   ,  ,                ,,
      5376 ,     4 ,   3 ,PREG       , 207 ,07/29/23,11AN2277        ,A ,15 ,C ,                ,James,
      5376 ,     4 ,   3 ,ABORT      , 377 ,01/15/24,170 DAYS        ,  ,   ,  ,                ,,
      5376 ,     4 ,   3 ,DNB        , 420 ,02/27/24,DNB             ,  ,   ,  ,                ,,
      5378 ,     5 ,   3 ,LAB        , 326 ,08/04/23,ERE             ,  ,   ,  ,                ,,
      5378 ,     8 ,   3 ,MOVE       , 339 ,08/17/23,F008T001        ,  ,   ,  ,                ,,
      5378 ,     5 ,   3 ,MOVE       , 339 ,08/17/23,F005T008        ,  ,   ,  ,                ,,
      5378 ,     1 ,   3 ,DRY        , 459 ,12/15/23,                ,  ,   ,  ,                ,,
      5378 ,    10 ,   3 ,CUDMV      , 478 ,01/03/24,                ,  ,   ,  ,                ,,
      5378 ,    11 ,   4 ,FRESH      ,   0 ,02/07/24,                ,  ,   ,  ,                ,,
      5378 ,     3 ,   4 ,LAB        ,   2 ,02/09/24,RA BOOST        ,  ,   ,  ,                ,,
      5379 ,    11 ,   4 ,FRESH      ,   0 ,08/17/23,                ,  ,   ,  ,                ,,
      5379 ,     3 ,   4 ,MOVE       ,  39 ,09/25/23,F003T004        ,  ,   ,  ,                ,,
      5379 ,     3 ,   4 ,PREG       ,  51 ,10/07/23,528J4887        ,P ,15 ,A ,                ,James,
      5379 ,     4 ,   4 ,LAME       ,  61 ,10/17/23,RR A            ,  ,   ,  ,                ,,
      5384 ,    11 ,   3 ,FRESH      ,   0 ,07/26/23,                ,  ,   ,  ,                ,,
      5384 ,     3 ,   3 ,MOVE       ,   3 ,07/29/23,F003T005        ,  ,   ,  ,                ,,
      5384 ,     5 ,   3 ,LAB        ,   3 ,07/29/23,ERE             ,  ,   ,  ,                ,,
      5384 ,     8 ,   3 ,MOVE       ,   9 ,08/04/23,F008T002        ,  ,   ,  ,                ,,
      5384 ,     5 ,   3 ,MOVE       ,   9 ,08/04/23,F005T008        ,  ,   ,  ,                ,,
      5384 ,     2 ,   3 ,OPEN       ,  64 ,09/28/23,528J5008        ,O ,15 ,A ,                ,James,
      5384 ,     2 ,   3 ,OPEN       , 114 ,11/17/23,BULL            ,O , 0 ,S ,                ,Tech# 0,
      5384 ,     2 ,   3 ,LAME       , 132 ,12/05/23,LR T            ,  ,   ,  ,                ,,
      5384 ,     2 ,   3 ,PREG       , 157 ,12/30/23,252NR12241      ,P ,15 ,E ,                ,James,
      5396 ,     1 ,   3 ,DRY        , 294 ,09/21/23,                ,  ,   ,  ,                ,,
      5396 ,    10 ,   3 ,CUDMV      , 322 ,10/19/23,                ,  ,   ,  ,                ,,
      5396 ,    11 ,   4 ,FRESH      ,   0 ,11/22/23,                ,  ,   ,  ,                ,,
      5396 ,     3 ,   4 ,LAB        ,   2 ,11/24/23,P               ,  ,   ,  ,                ,,
      5396 ,     3 ,   4 ,LAB        ,   4 ,11/26/23,R               ,  ,   ,  ,                ,,
      5396 ,     3 ,   4 ,LAB        ,  23 ,12/15/23,MASTALER        ,  ,   ,  ,                ,,
      5396 ,     3 ,   4 ,LAB        ,  23 ,12/15/23,ER              ,  ,   ,  ,                ,,
      5396 ,     3 ,   4 ,MOVE       ,  42 ,01/03/24,F003T002        ,  ,   ,  ,                ,,
      5396 ,     2 ,   4 ,BRED       ,  71 ,02/01/24,29NR12241       ,- , 4 ,A ,                ,Relief,
      5398 ,     1 ,   3 ,DRY        , 336 ,10/19/23,                ,  ,   ,  ,                ,,
      5398 ,    10 ,   3 ,CUDMV      , 363 ,11/15/23,                ,  ,   ,  ,                ,,
      5398 ,    11 ,   4 ,FRESH      ,   0 ,12/11/23,                ,  ,   ,  ,                ,,
      5398 ,     3 ,   4 ,LAB        ,   1 ,12/12/23,R               ,  ,   ,  ,                ,,
      5398 ,     3 ,   4 ,MOVE       ,  39 ,01/19/24,F003T001        ,  ,   ,  ,                ,,
      5398 ,     1 ,   4 ,BRED       ,  58 ,02/07/24,252NR12241      ,- , 4 ,A ,                ,Relief,
      5401 ,    10 ,   4 ,FRESH      ,   0 ,09/09/23,ABORT           ,  ,   ,  ,                ,,
      5401 ,     3 ,   4 ,LAB        ,   1 ,09/10/23,EASE            ,  ,   ,  ,                ,,
      5401 ,     3 ,   4 ,MOVE       ,   3 ,09/12/23,F003T008        ,  ,   ,  ,                ,,
      5401 ,     3 ,   4 ,LAB        ,   6 ,09/15/23,PASTE           ,  ,   ,  ,                ,,
      5401 ,     3 ,   4 ,METR       ,  13 ,09/22/23,                ,  ,   ,  ,                ,,
      5401 ,     3 ,   4 ,MOVE       ,  33 ,10/12/23,F003T001        ,  ,   ,  ,                ,,
      5401 ,     3 ,   4 ,LAB        ,  49 ,10/28/23,ERE             ,  ,   ,  ,                ,,
      5401 ,     1 ,   4 ,PREG       ,  71 ,11/19/23,253MO7240       ,P , 4 ,A ,                ,Relief,
      5403 ,     1 ,   3 ,MOVE       , 175 ,07/25/23,F001T009        ,  ,   ,  ,                ,,
      5403 ,     9 ,   3 ,MOVE       , 175 ,07/25/23,F009T005        ,  ,   ,  ,                ,,
      5403 ,     5 ,   3 ,PREG       , 176 ,07/26/23,11AN2277        ,P ,15 ,C ,                ,James,
      5406 ,    11 ,   3 ,FRESH      ,   0 ,09/01/23,                ,  ,   ,  ,                ,,
      5406 ,     3 ,   3 ,METR       ,  18 ,09/19/23,RAPID/RE,  ,   ,  ,                ,,
      5406 ,     2 ,   3 ,MOVE       ,  61 ,11/01/23,F002T004        ,  ,   ,  ,                ,,
      5406 ,     4 ,   3 ,PREG       ,  73 ,11/13/23,29NR12195       ,P ,15 ,L ,                ,James,
      5406 ,     4 ,   3 ,LAME       , 109 ,12/19/23,RR W            ,  ,   ,  ,                ,,
      5409 ,     5 ,   3 ,MOVE       , 141 ,08/04/23,F005T008        ,  ,   ,  ,                ,,
      5409 ,     8 ,   3 ,MOVE       , 141 ,08/04/23,F008T002        ,  ,   ,  ,                ,,
      5409 ,     2 ,   3 ,DRY        , 301 ,01/11/24,                ,  ,   ,  ,                ,,
      5409 ,    10 ,   3 ,CUDMV      , 328 ,02/07/24,                ,  ,   ,  ,                ,,
      5409 ,    11 ,   4 ,FRESH      ,   0 ,02/21/24,                ,  ,   ,  ,                ,,
      5409 ,     3 ,   4 ,LAB        ,   2 ,02/23/24,RA              ,  ,   ,  ,                ,,
      5409 ,     3 ,   4 ,LAB        ,   3 ,02/24/24,RAB             ,  ,   ,  ,                ,,
      5409 ,     3 ,   4 ,LAB        ,   5 ,02/26/24,RA              ,  ,   ,  ,                ,,
      5409 ,     3 ,   4 ,LAB        ,   7 ,02/28/24,RAPASTE.        ,  ,   ,  ,                ,,
      5409 ,     3 ,   4 ,LAB        ,   8 ,02/29/24,RR              ,  ,   ,  ,                ,,
      5409 ,     3 ,   4 ,LAB        ,   9 ,03/01/24,R               ,  ,   ,  ,                ,,
      5410 ,     1 ,   3 ,MAST       , 320 ,10/03/23,ALL             ,  ,   ,  ,                ,,
      5410 ,     7 ,   3 ,DRY        , 330 ,10/13/23,                ,  ,   ,  ,                ,,
      5410 ,    10 ,   3 ,CUDMV      , 412 ,01/03/24,                ,  ,   ,  ,                ,,
      5410 ,    11 ,   4 ,FRESH      ,   0 ,02/04/24,                ,  ,   ,  ,                ,,
      5410 ,     3 ,   4 ,METR       ,   3 ,02/07/24,                ,  ,   ,  ,                ,,
